	ID	affect_dimension	intensity_scores	intensity_descriptions	tweets
805	2017-En-30291	valence	3	 very positive emotional state can be inferred	xxupp_str Knowing how to cook is invaluable, what's even better is that even in a  number  sq ft place, xxupp_all I have wide and hearty homestyle egg noodles.
806	2017-En-30268	valence	2	 moderately positive emotional state can be inferred	xxupp_str Optimism leads to success. - xxupp_str Bill xxupp_str Kerr user_mention __Kerr  hashtag  success  hashtag  goals
807	2017-En-10629	valence	0	 neutral or mixed emotional state can be inferred	xxupp_all user_mention is the live event xxupp_str Brock vs xxupp_str Orton  number  this xxupp_str Saturday on the xxupp_all WWE xxupp_str Network? xxupp_str If not it needs to be! :)  hashtag  wwe user_mention user_mention  hashtag  revenge
808	2017-En-21729	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention user_mention user_mention user_mention xxupp_str Apparently nothing like the terror cops have of black people.
809	2017-En-30667	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel
810	2017-En-11344	valence	-3	 very negative emotional state can be inferred	user_mention decorations are up all over xxupp_str Jersey already  hashtag  outrage
811	2017-En-30876	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Dolores.' xxupp_all A thin lipped smile graced glossed lips as she let blues peer over at the woman. ' xxupp_all A constant delight.. xxupp_str As always.'
812	2017-En-31187	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Function in regard to camshaft exhilaration companies: xxupp_str CQHshJSI
813	2017-En-30270	valence	1	 slightly positive emotional state can be inferred	 hashtag  smile is the  hashtag  respect we give everyone.
814	2017-En-40502	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Sister: (Canadian player does something shady.) xxupp_str Jonathan xxupp_str Toews is frowning and he doesn't know why.  hashtag  world cup of hockey
815	2017-En-30455	valence	2	 moderately positive emotional state can be inferred	user_mention —but be a little playful. \n\nHe hesitantly pulls away, just enough so he could get words out, lips brushing against—
816	2017-En-31092	valence	3	 very positive emotional state can be inferred	xxupp_str Watching user_mention in  hashtag  spy she's one of xxupp_str Favorite actresses! xxupp_str Last night xxupp_all I was watching her  hashtag  the boss  hashtag  hilarious xxupp_all I just want to meet her
817	2017-En-41419	valence	-2	 moderately negative emotional state can be inferred	user_mention xxupp_all I know smh. xxupp_str My heart sunk into my stomach.
818	2017-En-21495	valence	-1	 slightly negative emotional state can be inferred	 number  excitement for this weekend just pure dread
819	2017-En-30720	valence	-1	 slightly negative emotional state can be inferred	xxupp_str Light of day per heyday popularization backfire cinematography: xxupp_str XUcQb
820	2017-En-31527	valence	0	 neutral or mixed emotional state can be inferred	user_mention  hashtag  breezy deserve it..
821	2017-En-41403	valence	0	 neutral or mixed emotional state can be inferred	user_mention yes xxupp_all I can. xxupp_str Don't discourage me.
822	2017-En-21518	valence	-2	 moderately negative emotional state can be inferred	i'm... nervous about this test rip
823	2017-En-31005	valence	2	 moderately positive emotional state can be inferred	jk. started this week strong and it's still going strong.
824	2017-En-20944	valence	0	 neutral or mixed emotional state can be inferred	xxupp_all STAY xxupp_all JADED everyone is
825	2017-En-31393	valence	0	 neutral or mixed emotional state can be inferred	why is user_mention so aesthetically pleasing every single day they're even pretty when they just woke up, when they're tired, just. always
826	2017-En-40262	valence	0	 neutral or mixed emotional state can be inferred	whenever i pout i just want xxupp_str Adrian to appear and tell me to stop pouting or else
827	2017-En-20805	valence	0	 neutral or mixed emotional state can be inferred	.@Tolumanda love it! so true. xxupp_str As user_mention _ taught me, fear can be an illusion.  hashtag  coaching  hashtag  courage
828	2017-En-10255	valence	-2	 moderately negative emotional state can be inferred	user_mention _yandian user_mention her team must draw from a hat for daily personality  hashtag  drugged  hashtag  angry  hashtag  yeller  hashtag  quiet  hashtag  screamer  hashtag  
829	2017-En-20399	valence	-2	 moderately negative emotional state can be inferred	xxupp_all PASTOR -  number  xxupp_all FEET away from shooting victim during protest says he is skeptical of official story.  hashtag  shocking  hashtag  charlotte protest  hashtag  charlotte riot
830	2017-En-10239	valence	-1	 slightly negative emotional state can be inferred	user_mention _Name user_mention shot by black police woman xxupp_str Typical looney toon thinking.  hashtag  hillary  hashtag  divide  hashtag  chaos
831	2017-En-20330	valence	-3	 very negative emotional state can be inferred	xxupp_str We're all in xxupp_all D. xxupp_all T. (Discipleship training or detox) for something.  hashtag  messy  hashtag  fearful  hashtag  cut off  hashtag  choose freedom  hashtag  cryout16
832	2017-En-41295	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Come here, let me do whatever xxupp_all I do with it.  hashtag  dismal
833	2017-En-20338	valence	-2	 moderately negative emotional state can be inferred	when people hit on me i try to shake them off by talking about how i hide from communism
834	2017-En-30329	valence	1	 slightly positive emotional state can be inferred	xxupp_str Punchline king is back! user_mention 🔥🔥🔥🔥🔥🔥🔥💯💯💯  hashtag  bright city lights
835	2017-En-31217	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Watching driven by food and user_mention going to xxupp_str Devon xxupp_str Ave to eat nihari makes me gleeful af
836	2017-En-11054	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str Meanwhile user_mention and xxupp_all I are getting a  number .40am train. xxupp_all I hope you really, really enjoy that hotel, xxupp_str Shennan.
837	2017-En-41074	valence	-3	 very negative emotional state can be inferred	user_mention xxupp_all I don't know how much more of that bloody pout xxupp_all I can take!!
838	2017-En-30849	valence	3	 very positive emotional state can be inferred	it gets better. without explanation; you just wake up one morning and you’re just happy, totally and utterly elated.
839	2017-En-40654	valence	0	 neutral or mixed emotional state can be inferred	user_mention let them know it's the
840	2017-En-31177	valence	1	 slightly positive emotional state can be inferred	xxupp_str Best quote from a  number  in xxupp_str German - xxupp_str Almost  hashtag  happy
841	2017-En-30888	valence	1	 slightly positive emotional state can be inferred	user_mention starting my new challenge ! xxupp_all A glee poll every day !
842	2017-En-30416	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_all I don't like the statement but xxupp_all I love the optimism
843	2017-En-21961	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Q&amp;A with xxupp_all N. xxupp_str Christie user_mention : fr. user_mention : xxupp_str What would xxupp_str Peter and xxupp_str Dardanella think of us knowing?  hashtag  poor things
844	2017-En-40548	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB
845	2017-En-30922	valence	3	 very positive emotional state can be inferred	xxupp_str Oi xxupp_all user_mention you've absolutely fucking killed me..  number  mins later im still crying with laughter.. xxupp_str Grindah.. xxupp_str Grindah... 🤓 hahahahahahaha
846	2017-En-21665	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str What is even more shocking is that someone gave him a record deal! lol
847	2017-En-30404	valence	2	 moderately positive emotional state can be inferred	user_mention user_mention _Savva user_mention xxupp_str We're the least known band in the xxupp_str World, but so glad you asked  hashtag  much love
848	2017-En-30101	valence	3	 very positive emotional state can be inferred	@D_McMenemy xxupp_str It'll be easy to spot the parade of tiny weans in expensive jammies. xxupp_str Really is hilarious!
849	2017-En-30834	valence	1	 slightly positive emotional state can be inferred	xxupp_str Be it a rainy day, be it cheerful sunshine, xxupp_all I am a xxupp_str Prussian, want nothing to be but a xxupp_str Prussian.:|
850	2017-En-41520	valence	0	 neutral or mixed emotional state can be inferred	user_mention ___ user_mention _n your per capita income is almost same like us. xxupp_str Gini xxupp_str Coefficient is very dismal. xxupp_str Ambitions are high but output xxupp_str Zero.
851	2017-En-21867	valence	-2	 moderately negative emotional state can be inferred	user_mention _Nightmare i dont understand why u do videos every week spend time with your family instead of working on horror  hashtag  take a break
852	2017-En-30635	valence	0	 neutral or mixed emotional state can be inferred	user_mention user_mention xxupp_all I hope to now see some levity, light, romance and happiness come xxupp_str Stitch and xxupp_str Abby's way after such a long hard road.
853	2017-En-21863	valence	-2	 moderately negative emotional state can be inferred	xxupp_str It's a xxupp_str Moving xxupp_str Day!  hashtag  stress  hashtag  hope
854	2017-En-31489	valence	2	 moderately positive emotional state can be inferred	xxupp_str Better mood today! xxupp_str Bring me  hashtag  teasing  hashtag  flirting  hashtag  x dressers  hashtag  laughter and  hashtag  roleplayers xxupp_str Also  hashtag  confessions and  hashtag  secrets user_mention
855	2017-En-10800	valence	0	 neutral or mixed emotional state can be inferred	testing
856	2017-En-30487	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Check out this  hashtag  film xxupp_str Robocoq  number   hashtag  animated  hashtag  short films
857	2017-En-30732	valence	-1	 slightly negative emotional state can be inferred	xxupp_str Val is far too cheery for my liking ✋🏻
858	2017-En-31448	valence	2	 moderately positive emotional state can be inferred	xxupp_str Be happy not because everything is good, but because you can see the good side of everything.  hashtag  optimism
859	2017-En-40725	valence	0	 neutral or mixed emotional state can be inferred	 hashtag  rice fo days now xxupp_all I am xxupp_str Alex xxupp_str Butler's class on financial management. xxupp_str Starts off with a great, relevant class discussion: movies and sunk costs
